"Date(UTC)","Julian Date","MET","TS","Energy Flux [0.1-100 GeV](MeV cm-2 s-1)","Energy Flux Error","Photon Index","Photon Index Error","Sun Distance","Fit Tolerance","MINUIT Return Code","Analysis Log"
"Jun 03 2023","2460098.4999537035","707443201","10.34","1.01e-5","3.98e-6","-2.36","-","7.42","1e-8","0","bin181.log"
"Jul 03 2023","2460128.4999537035","710035201","10.65","1.30e-5","4.78e-6","-2.36","-","30.52","1e-8","0","bin182.log"
"Aug 02 2023","2460158.4999537035","712627201","129.96","3.33e-5","4.30e-6","-2.36","-","60.53","1e-8","0","bin183.log"
"Sep 01 2023","2460188.4999537035","715219201","95.04","2.90e-5","4.40e-6","-2.36","-","89.10","1e-8","0","bin184.log"
"Oct 01 2023","2460218.4999537035","717811201","102.8","3.50e-5","5.20e-6","-2.36","-","116.26","1e-8","0","bin185.log"
"Oct 31 2023","2460248.4999537035","720403201","84.79","3.09e-5","4.80e-6","-2.36","-","143.54","1e-8","0","bin186.log"
"Nov 30 2023","2460278.4999537035","722995201","192.93","1.06e-4","1.20e-5","-2.36","-","170.74","1e-8","0","bin187.log"
"Dec 30 2023","2460308.4999537035","725587201","915.22","1.41e-4","8.00e-6","-2.36","-","152.43","1e-8","0","bin188.log"
"Jan 29 2024","2460338.4999537035","728179201","949.78","1.63e-4","9.00e-6","-2.36","-","120.37","1e-8","0","bin189.log"
"Feb 28 2024","2460368.4999537035","730771201","1009.2","1.29e-4","7.00e-6","-2.36","-","90.34","1e-8","0","bin190.log"
"Mar 29 2024","2460398.4999537035","733363201","2724.71","2.70e-4","1.00e-5","-2.36","-","62.63","1e-8","0","bin191.log"
"Apr 28 2024","2460428.4999537035","735955201","1257.72","2.34e-4","1.20e-5","-2.36","-","35.68","1e-8","0","bin192.log"
"May 28 2024","2460458.4999537035","738547201","1852.43","2.16e-4","9.00e-6","-2.36","-","9.66","1e-8","0","bin193.log"
"Jun 27 2024","2460488.4999537035","741139201","130.79","5.57e-5","7.30e-6","-2.36","-","25.30","1e-8","0","bin194.log"
"Jul 27 2024","2460518.4999537035","743731201","58.44","1.87e-5","3.50e-6","-2.36","-","55.36","1e-8","0","bin195.log"
"Aug 26 2024","2460548.4999537035","746323201","189.62","4.29e-5","4.90e-6","-2.36","-","84.23","1e-8","0","bin196.log"
"Sep 25 2024","2460578.4999537035","748915201","119.72","3.63e-5","4.80e-6","-2.36","-","111.56","1e-8","0","bin197.log"
"Oct 25 2024","2460608.4999537035","751507201","152.54","3.85e-5","4.90e-6","-2.36","-","138.69","1e-8","0","bin198.log"
"Nov 24 2024","2460638.4999537035","754099201","83.62","5.44e-5","8.80e-6","-2.36","-","166.62","1e-8","0","bin199.log"
