"Date(UTC)","Julian Date","MET","TS","Energy Flux [0.1-100 GeV](MeV cm-2 s-1)","Energy Flux Error","Photon Index","Photon Index Error","Sun Distance","Fit Tolerance","MINUIT Return Code","Analysis Log"
"Jan 09 2022","2459588.4999537035","663379201","357.05","7.93e-5","1.05e-5","-1.75","-","142.82","1e-8","0","bin164.log"
"Feb 08 2022","2459618.4999537035","665971201","350.81","6.21e-5","8.60e-6","-1.75","-","112.55","1e-8","0","bin165.log"
"Mar 10 2022","2459648.4999537035","668563201","107.6","3.68e-5","8.80e-6","-1.75","-","86.07","1e-8","0","bin166.log"
"Apr 09 2022","2459678.4999537035","671155201","47.63","1.86e-5","6.00e-6","-1.75","-","62.00","1e-8","0","bin167.log"
"May 09 2022","2459708.4999537035","673747201","90.58","2.73e-5","6.20e-6","-1.75","-","38.16","1e-8","0","bin168.log"
"Jun 08 2022","2459738.4999537035","676339201","176.81","3.67e-5","7.00e-6","-1.75","-","17.46","1e-8","0","bin169.log"
"Jul 08 2022","2459768.4999537035","678931201","80.32","3.03e-5","6.90e-6","-1.75","-","29.02","1e-8","0","bin170.log"
"Aug 07 2022","2459798.4999537035","681523201","148.77","4.21e-5","8.00e-6","-1.75","-","57.27","1e-8","0","bin171.log"
"Sep 06 2022","2459828.4999537035","684115201","127.47","4.33e-5","8.30e-6","-1.75","-","86.28","1e-8","0","bin172.log"
"Oct 06 2022","2459858.4999537035","686707201","147.98","4.54e-5","8.40e-6","-1.75","-","115.12","1e-8","0","bin173.log"
"Nov 05 2022","2459888.4999537035","689299201","143.58","3.90e-5","7.70e-6","-1.75","-","144.89","1e-8","0","bin174.log"
"Dec 05 2022","2459918.4999537035","691891201","82.78","2.78e-5","6.80e-6","-1.75","-","173.27","1e-8","0","bin175.log"
"Jan 04 2023","2459948.4999537035","694483201","114.88","3.38e-5","7.20e-6","-1.75","-","148.41","1e-8","0","bin176.log"
"Feb 03 2023","2459978.4999537035","697075201","243.62","6.20e-5","9.50e-6","-1.75","-","117.57","1e-8","0","bin177.log"
"Mar 05 2023","2460008.4999537035","699667201","99","3.23e-5","8.00e-6","-1.75","-","90.45","1e-8","0","bin178.log"
"Apr 04 2023","2460038.4999537035","702259201","161.02","4.88e-5","8.60e-6","-1.75","-","66.14","1e-8","0","bin179.log"
"May 04 2023","2460068.4999537035","704851201","204.59","5.23e-5","8.80e-6","-1.75","-","42.36","1e-8","0","bin180.log"
"Jun 03 2023","2460098.4999537035","707443201","248.98","5.40e-5","8.30e-6","-1.75","-","19.94","1e-8","0","bin181.log"
"Jul 03 2023","2460128.4999537035","710035201","163.02","4.46e-5","8.00e-6","-1.75","-","24.71","1e-8","0","bin182.log"
"Aug 02 2023","2460158.4999537035","712627201","194.78","5.03e-5","8.10e-6","-1.75","-","52.18","1e-8","0","bin183.log"
"Sep 01 2023","2460188.4999537035","715219201","59.28","2.02e-5","5.90e-6","-1.75","-","81.24","1e-8","0","bin184.log"
"Oct 01 2023","2460218.4999537035","717811201","112.62","4.08e-5","8.40e-6","-1.75","-","110.05","1e-8","0","bin185.log"
"Oct 31 2023","2460248.4999537035","720403201","192.71","5.04e-5","8.40e-6","-1.75","-","139.58","1e-8","0","bin186.log"
"Nov 30 2023","2460278.4999537035","722995201","304.62","6.35e-5","8.20e-6","-1.75","-","169.72","1e-8","0","bin187.log"
"Dec 30 2023","2460308.4999537035","725587201","314.01","6.33e-5","8.70e-6","-1.75","-","154.03","1e-8","0","bin188.log"
"Jan 29 2024","2460338.4999537035","728179201","645.29","1.36e-4","1.40e-5","-1.75","-","122.71","1e-8","0","bin189.log"
